candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,spacer_cap_total_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,negative_reference_distance_flags,source_position_stability_status,normal_angle_resonance_strength_proxy,normal_cone_energy_lower_bound_proxy,normal_offaxis_proxy,offaxis_20_60_penalty,offaxis_30_40_lobe_penalty,faroffaxis_45_55_lobe_penalty,broad_40_60_faroffaxis_penalty,te_tm_mismatch_proxy,te_tm_offaxis_risk_guard,angular_fwhm_deg_proxy,spectral_center_nm_proxy,spectral_fwhm_nm_proxy,broad_fwhm_risk_guard,center_only_false_positive_risk,d5_like_risk_flag,e1_0236_like_risk_flag,hard_pass,hard_fail_reasons,v3_proxy_score
E4_0123,E0A_lower_Q_angle_stable_cavity,4,3,25,70,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.945301,0.88636,3.053311,0.164383,0.126229,0.213255,0.194117,0.384318,0.268477,9.157836,452.37,8.920411,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.600336
E4_0143,E0A_lower_Q_angle_stable_cavity,4,4,50,45,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.854607,0.819807,2.848085,0.145637,0.167895,0.189616,0.185124,0.071256,0.130924,9.220466,452.77,8.715223,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.40489
E4_0044,E0A_lower_Q_angle_stable_cavity,3,4,50,45,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.897162,0.839726,2.850018,0.157692,0.180251,0.193541,0.183006,0.113708,0.154294,8.96565,453.07,8.900411,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.380211
E4_0125,E0A_lower_Q_angle_stable_cavity,4,3,50,45,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.897162,0.839726,2.850018,0.157692,0.180251,0.193541,0.183006,0.113708,0.154294,8.96565,453.07,8.900411,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.380211
E4_0021,E0A_lower_Q_angle_stable_cavity,3,3,0,70,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.869416,0.845416,2.938962,0.166402,0.122477,0.196885,0.179507,0.506044,0.317405,9.095281,452.32,9.083112,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,3.333623
E4_0036,E0A_lower_Q_angle_stable_cavity,3,4,50,70,220,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.880618,0.823698,2.870052,0.179904,0.113195,0.207425,0.19669,0.216485,0.187945,9.532574,452.42,8.925042,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.277241
E4_0117,E0A_lower_Q_angle_stable_cavity,4,3,50,70,220,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.880618,0.823698,2.870052,0.179904,0.113195,0.207425,0.19669,0.216485,0.187945,9.532574,452.42,8.925042,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.277241
E4_0032,E0A_lower_Q_angle_stable_cavity,3,4,25,45,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.866651,0.810168,2.77825,0.199327,0.128869,0.192858,0.196637,0.213572,0.186182,9.440418,452.42,8.924947,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.073775
E4_0113,E0A_lower_Q_angle_stable_cavity,4,3,25,45,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.866651,0.810168,2.77825,0.199327,0.128869,0.192858,0.196637,0.213572,0.186182,9.440418,452.42,8.924947,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.073775
E4_0016,E0A_lower_Q_angle_stable_cavity,3,3,50,20,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.852366,0.828366,2.736697,0.147105,0.227233,0.169563,0.160752,0.233913,0.212938,8.457096,453.42,9.049353,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,3.043242
E4_0150,E0A_lower_Q_angle_stable_cavity,4,4,25,70,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.972801,0.938001,2.840867,0.163923,0.120879,0.257592,0.221835,0.351518,0.265681,10.134676,452.37,8.781303,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,3.009619
E4_0011,E0A_lower_Q_angle_stable_cavity,3,3,0,45,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.98,0.956,2.771369,0.220235,0.084,0.257123,0.224636,0.351425,0.256278,10.147473,452.37,9.164345,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.870199
E4_0140,E0A_lower_Q_angle_stable_cavity,4,4,25,45,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.894151,0.859351,2.701823,0.191758,0.123519,0.224351,0.216195,0.178204,0.178377,10.083604,452.42,8.771151,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.843517
E4_0152,E0A_lower_Q_angle_stable_cavity,4,4,50,45,245,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.924662,0.889862,2.659948,0.157232,0.174901,0.237878,0.210724,0.080909,0.151498,9.94249,453.07,8.761303,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.832738
E4_0144,E0A_lower_Q_angle_stable_cavity,4,4,50,70,220,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.908118,0.873318,2.67359,0.179444,0.107845,0.251762,0.224408,0.183686,0.185149,10.509414,452.42,8.785934,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.716467
E4_0045,E0A_lower_Q_angle_stable_cavity,3,4,50,70,245,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.950673,0.891564,2.673505,0.192448,0.120201,0.256595,0.223016,0.226319,0.208872,10.281456,452.72,8.972429,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.706601
E4_0126,E0A_lower_Q_angle_stable_cavity,4,3,50,70,245,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.950673,0.891564,2.673505,0.192448,0.120201,0.256595,0.223016,0.226319,0.208872,10.281456,452.72,8.972429,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.706601
E4_0041,E0A_lower_Q_angle_stable_cavity,3,4,25,45,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.936706,0.878034,2.641914,0.210836,0.135875,0.234993,0.219451,0.221999,0.204366,10.0276,452.72,8.966012,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.666558
E4_0122,E0A_lower_Q_angle_stable_cavity,4,3,25,45,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.936706,0.878034,2.641914,0.210836,0.135875,0.234993,0.219451,0.221999,0.204366,10.0276,452.72,8.966012,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.666558
E4_0007,E0A_lower_Q_angle_stable_cavity,3,3,50,20,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.782311,0.758311,2.534156,0.156087,0.220228,0.164451,0.161458,0.23289,0.209193,8.831621,453.12,9.050625,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.628559
E4_0020,E0A_lower_Q_angle_stable_cavity,3,3,0,45,270,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.909945,0.885945,2.619538,0.224805,0.076995,0.250398,0.22314,0.35008,0.251904,10.454185,452.67,9.161652,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.576693
E4_0051,E0A_lower_Q_angle_stable_cavity,3,4,25,70,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.875246,0.818495,2.623408,0.189588,0.119223,0.231481,0.210757,0.387963,0.273834,10.162959,452.67,8.950363,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.560142
E4_0132,E0A_lower_Q_angle_stable_cavity,4,3,25,70,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.875246,0.818495,2.623408,0.189588,0.119223,0.231481,0.210757,0.387963,0.273834,10.162959,452.67,8.950363,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.560142
E4_0002,E0A_lower_Q_angle_stable_cavity,3,3,0,45,220,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.909945,0.885945,2.619538,0.224805,0.076995,0.250398,0.22314,0.35008,0.251904,10.454185,452.07,9.161652,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,2.456693
E4_0138,E0A_lower_Q_angle_stable_cavity,4,4,0,70,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.869416,0.834616,2.638966,0.186182,0.151277,0.210359,0.208032,0.508738,0.329859,9.88452,451.72,8.756458,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.38863
E4_0030,E0A_lower_Q_angle_stable_cavity,3,4,0,70,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,2.620358,0.199327,0.156627,0.18894,0.194874,0.546121,0.341594,9.503023,451.72,8.921774,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.358309
E4_0111,E0A_lower_Q_angle_stable_cavity,4,3,0,70,220,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.841916,0.786206,2.620358,0.199327,0.156627,0.18894,0.194874,0.546121,0.341594,9.503023,451.72,8.921774,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.358309
E4_0053,E0A_lower_Q_angle_stable_cavity,3,4,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.827107,0.77186,2.441122,0.182897,0.173245,0.211767,0.199646,0.117353,0.159651,9.970773,453.37,8.930363,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.262032
E4_0134,E0A_lower_Q_angle_stable_cavity,4,3,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.827107,0.77186,2.441122,0.182897,0.173245,0.211767,0.199646,0.117353,0.159651,9.970773,453.37,8.930363,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.262032
E4_0153,E0A_lower_Q_angle_stable_cavity,4,4,50,70,245,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.978173,0.943373,2.51832,0.191988,0.114851,0.300932,0.250734,0.19352,0.206076,11.258295,452.72,8.833321,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,2.230569
E4_0039,E0A_lower_Q_angle_stable_cavity,3,4,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.854072,2.583008,0.20526,0.163633,0.221001,0.211288,0.552533,0.355848,9.828516,452.02,8.951318,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.220345
E4_0120,E0A_lower_Q_angle_stable_cavity,4,3,0,70,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.911971,0.854072,2.583008,0.20526,0.163633,0.221001,0.211288,0.552533,0.355848,9.828516,452.02,8.951318,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.220345
E4_0060,E0A_lower_Q_angle_stable_cavity,3,5,25,70,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.847746,0.759962,2.534928,0.209828,0.153373,0.200618,0.211565,0.423457,0.289084,9.975359,452.07,8.762816,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.207917
E4_0222,E0A_lower_Q_angle_stable_cavity,5,3,25,70,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.847746,0.759962,2.534928,0.209828,0.153373,0.200618,0.211565,0.423457,0.289084,9.975359,452.07,8.762816,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.207917
E4_0149,E0A_lower_Q_angle_stable_cavity,4,4,25,45,245,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.964206,0.929406,2.488992,0.210376,0.130525,0.27933,0.247169,0.189199,0.20157,11.004439,452.72,8.826904,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,2.194615
E4_0420,E0C_MQW_lateral_extent_robust_cavity,4,4,15,95,225,110,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.820579,0.773779,2.562821,0.171622,0.204751,0.177796,0.200652,0.568893,0.360528,9.624411,451.58,8.323173,0.0,medium,low,low,False,TE_TM_offaxis_risk_high;spectral_FWHM_proxy_above_8nm,2.181916
E4_0025,E0A_lower_Q_angle_stable_cavity,3,3,50,20,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.782311,0.758311,2.395286,0.165287,0.220228,0.181073,0.172018,0.236215,0.215675,9.263408,453.72,9.069633,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.113203
E4_0159,E0A_lower_Q_angle_stable_cavity,4,4,25,70,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.902746,0.867946,2.463411,0.189128,0.113873,0.275819,0.238475,0.355164,0.271038,11.139799,452.67,8.811255,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,2.072129
E4_0062,E0A_lower_Q_angle_stable_cavity,3,5,50,45,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.799607,0.714832,2.354423,0.203137,0.207395,0.180904,0.200453,0.152847,0.174901,9.783173,452.77,8.742816,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.062873
E4_0224,E0A_lower_Q_angle_stable_cavity,5,3,50,45,220,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.799607,0.714832,2.354423,0.203137,0.207395,0.180904,0.200453,0.152847,0.174901,9.783173,452.77,8.742816,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,2.062873
E4_0050,E0A_lower_Q_angle_stable_cavity,3,4,25,45,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.866651,0.810168,2.344186,0.229018,0.128869,0.246503,0.230717,0.224301,0.207103,10.833911,453.02,8.986291,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,1.938075
E4_0131,E0A_lower_Q_angle_stable_cavity,4,3,25,45,270,70,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.866651,0.810168,2.344186,0.229018,0.128869,0.246503,0.230717,0.224301,0.207103,10.833911,453.02,8.986291,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,1.938075
E4_0013,E0A_lower_Q_angle_stable_cavity,3,3,25,20,245,45,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.893681,0.869681,2.313626,0.220235,0.180869,0.24345,0.218483,0.082023,0.155163,10.36595,453.07,9.15327,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,1.929943
E4_0054,E0A_lower_Q_angle_stable_cavity,3,4,50,70,270,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.880618,0.823698,2.327085,0.216704,0.113195,0.273914,0.23893,0.229783,0.213875,11.259721,453.02,9.001074,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,1.832851
E4_0135,E0A_lower_Q_angle_stable_cavity,4,3,50,70,270,120,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.880618,0.823698,2.327085,0.216704,0.113195,0.273914,0.23893,0.229783,0.213875,11.259721,453.02,9.001074,0.0,high,low,low,False,45_55_faroffaxis_penalty_high;center_only_false_positive_risk_high;spectral_FWHM_proxy_above_8nm,1.832851
E4_0161,E0A_lower_Q_angle_stable_cavity,4,4,50,45,270,95,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.854607,0.819807,2.299464,0.182437,0.167895,0.256105,0.227364,0.084554,0.156855,10.947612,453.37,8.791255,0.0,medium,low,low,False,45_55_faroffaxis_penalty_high;spectral_FWHM_proxy_above_8nm,1.809193
E4_0421,E0C_MQW_lateral_extent_robust_cavity,4,4,60,25,225,85,453,0:0.5:60,445:0.5:460,not_E1_0236_like;not_D5_BASE_13461_like,requires_tri_point_FDTD,0.779992,0.733192,2.259558,0.18798,0.243923,0.176802,0.205117,0.268694,0.234933,9.954242,453.19,8.33121,0.0,medium,low,low,False,spectral_FWHM_proxy_above_8nm,1.799165
