source_pool_sample_index,L1_nm,W1_nm,L2_nm,W2_nm,D_nm,delta_theta_deg,delta_theta_reduction_vs_IAR4_deg,delta_L1_nm,delta_W1_nm,delta_L2_nm,delta_W2_nm,delta_D_nm,direct_clearance_nm,periodic_image_clearance_nm,minimum_clearance_nm,minimum_headroom_over_60_nm,normalized_6d_distance_from_IAR4,geometry_hash_sha256,recomputed_current_rule_pass,stored_vs_recomputed_clearance_match,source,geometry_distance_rank
10018,260,88,202,80,210,81.527013928,1.293895393,1,1,-1,1,0,60.208646604211,72.208646604211,60.208646604211,0.208646604211,0.056943092047,4782031e361370078232f79befe11fe8b0f76a43dad818c87f1a1146a9d21005,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,1
11662,255,88,200,79,209,82.309662849,0.511246472,-4,1,-3,0,-1,60.613569082180,74.613569082180,60.613569082180,0.613569082180,0.089389247964,4acc728c9d44187b73492de69bcd67ae97bf3ccfe57df60327ebd8ed6d79da1c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,23
9686,259,88,202,77,211,80.156476646,2.664432675,0,1,-1,-2,1,60.905007151315,70.905007151315,60.905007151315,0.905007151315,0.090650205274,6593f0efab8d5d380ae5f74c15ad809399c78755cb86ca4f0b6a82c8490db37f,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,24
9106,261,87,199,79,212,81.260119825,1.560789496,2,0,-4,0,2,64.153379608543,72.153379608543,64.153379608543,4.153379608543,0.090707644131,bcd4b9e79674171a4425b9bf592a050ccb7254ac7f4c4762143cb8029e474e67,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,25
7822,255,88,203,78,212,80.249348581,2.571560740,-4,1,0,-1,2,61.361187788517,69.361187788517,61.361187788517,1.361187788517,0.090884004061,b4854c84cdca18989e6cee67b42d572bebcd29e5507e5ed0458ed7e6ca731cee,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,26
7662,256,88,201,79,213,81.215938032,1.604971289,-3,1,-2,0,3,63.646692721262,69.646692721262,63.646692721262,3.646692721262,0.091056184807,64853430e78ef6298a70c70023da486f73db3ca709dd2713acd4796515dc176e,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,27
15690,264,87,201,78,211,81.777677983,1.043231338,5,0,-2,-1,1,62.455514079476,72.455514079476,62.455514079476,2.455514079476,0.092351739797,8f957ba7eb68f30e3a6d8edb0a4cea6441c5715e696e426e1d140527753c2f33,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,28
10306,260,88,199,80,211,82.764104158,0.056805163,1,1,-4,1,1,63.254228689545,73.254228689545,63.254228689545,3.254228689545,0.092629692619,6e338cd9ead4cb4707d23d9ebf6faf03519eb4a0f6f68d5af4a1d7cba3209a0c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,29
5954,260,87,199,80,212,81.710052788,1.110856533,1,0,-4,1,2,64.272362085180,72.272362085180,64.272362085180,4.272362085180,0.093920692210,78dc7013c8def804b948dd46bef0fbfa7aa3d794947f0225d4db9ae79a8c349a,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,30
14842,262,87,199,78,210,81.929158419,0.891750902,3,0,-4,-1,0,62.510026222201,74.510026222201,62.510026222201,2.510026222201,0.094059794805,df1396e0632c470461b08d6691a3d43b2aaada16b1eef75527d84c88253bdd88,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,31
10558,254,88,201,80,210,82.562130242,0.258779079,-5,1,-2,1,0,61.167584667247,73.167584667247,61.167584667247,1.167584667247,0.095466541304,b93b7fc8fc08c2843db12900b859a64f698300c239cc5e53046277665556bf5e,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,32
12468,253,88,203,79,211,81.947191805,0.873717516,-6,1,0,0,1,60.967466303254,70.967466303254,60.967466303254,0.967466303254,0.095743367980,b2912866d3c8f81200ad30e22500fee1aaf4980b427d9cfb679ca3760141e977,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,33
30,255,87,199,79,211,82.151870727,0.669038594,-4,0,-4,0,1,63.538331163984,73.538331163984,63.538331163984,3.538331163984,0.096451375268,80c9cae8f1414d0abc480afafda47c7a7f6653b9ee5d765be148f022c864f558,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,34
1338,262,88,202,77,211,81.985963583,0.834945738,3,1,-1,-2,1,61.618867407781,71.618867407781,61.618867407781,1.618867407781,0.096526888642,f59d51764f30b8b2793b755ee9c0fc543ff8f8180c8cc17f0904d0a900aea8e9,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,35
2738,261,88,201,77,211,81.664969325,1.155939996,2,1,-2,-2,1,61.980541791583,71.980541791583,61.980541791583,1.980541791583,0.096824294112,7f7ec4269b0085122b705391ff4cccaf02176be7d222466886f39c153f1cc8ff,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,36
12250,263,87,200,80,208,82.728037387,0.092871934,4,0,-3,1,-2,60.241181173528,76.241181173528,60.241181173528,0.241181173528,0.097055990160,c3d8c42b5f7a39dfac6b214ee59a16633e3c85faf2f3fe972b65112b9441e19b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,37
7702,259,89,200,79,212,81.230364740,1.590544581,0,2,-3,0,2,62.646815521670,70.646815521670,62.646815521670,2.646815521670,0.097176072897,34daad3aea859797fb70c096955be2190c8342146a15e86cff815694c2042e2d,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,38
4898,260,89,200,80,209,82.438601553,0.382307768,1,2,-3,1,-1,60.106015862401,74.106015862401,60.106015862401,0.106015862401,0.097625255784,3c77866cecf2e7713bc7a8bff1efbd9ae4e342d7f63f695824034d64f01c55dd,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,39
7218,261,88,201,77,210,80.379188955,2.441720366,2,1,-2,-2,0,60.479107981834,72.479107981834,60.479107981834,0.479107981834,0.097703789498,0e7214cde964b79c38e287c9de20f93200eb5b418f6e0de28fd2dd23968c2852,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,40
15582,255,88,203,77,210,82.210479230,0.610430091,-4,1,0,-2,0,60.218503379404,72.218503379404,60.218503379404,0.218503379404,0.100023602994,791d948902cb5c68c0d9f9035a7c6009f40f983a05fc935970f6993a25430338,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,41
10950,257,89,200,80,211,81.739807874,1.081101447,-2,2,-3,1,1,61.790668818865,71.790668818865,61.790668818865,1.790668818865,0.101425143871,797e36068ed17412f8e8ae9c4f28aa59d01e1f88f67210ecbb656bc492306e7b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,42
7460,252,87,202,79,210,82.081540525,0.739368796,-7,0,-1,0,0,61.021357291270,73.021357291270,61.021357291270,1.021357291270,0.103452311023,bb7f33f830b68b43ba0f2ab24357a3a996a2f4a51088e33b7ee42d1e21415147,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,43
1490,262,87,200,77,209,82.620738745,0.200170576,3,0,-3,-2,-1,61.383417607043,75.383417607043,61.383417607043,1.383417607043,0.104253029069,cc1ef300c342d131a529d13e94b54d023e092006ffcdd7a32eba534498a43aeb,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,44
5226,264,88,200,79,212,82.070720494,0.750188827,5,1,-3,0,2,63.507037624909,71.507037624910,63.507037624909,3.507037624909,0.105441964941,de9fea78ddc8701d2260371e87e1b02f7f945443c80192eee2a74636c663b1f8,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,45
13938,261,87,198,78,209,81.608164161,1.212745160,2,0,-5,-1,-1,61.868238784226,75.868238784226,61.868238784226,1.868238784226,0.106615496629,d05d58c5a69e8e85436dff1273fac759d753316f13c97af3fd7cad6dd5c4b4b1,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,46
8710,257,88,198,79,209,80.769611746,2.051297575,-2,1,-5,0,-1,60.945932057728,74.945932057728,60.945932057728,0.945932057728,0.106977301845,76206d675950d41a258b5e3901ff2a768500c518fb79bc2bcc943859f240de6a,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,47
6170,263,89,202,80,212,80.992324054,1.828585267,4,2,-1,1,2,61.482923822853,69.482923822853,61.482923822853,1.482923822853,0.107389785586,64614df5ab8b96e325ba1ba123603d4a8d0d3dc30993111b44751bd60e084891,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,48
14386,261,87,202,79,215,80.919288844,1.901620477,2,0,-1,0,5,65.531720627899,67.531720627899,65.531720627899,5.531720627899,0.107840320469,526fe80baec438e7ba568442e5b2ddce72e6bc774b33c152febed6f83e390d94,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,49
12778,264,88,202,78,213,81.572097391,1.248811930,5,1,-1,-1,3,63.374665098690,69.374665098690,63.374665098690,3.374665098690,0.108946414176,b0078cc7261fc7efaf0a7296e03793b66a021577844385c55e4580beab5bb5e7,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,50
7138,260,88,198,80,211,81.468405425,1.352503896,1,1,-5,1,1,63.161323111012,73.161323111012,63.161323111012,3.161323111012,0.109050982298,ca3d8cd16bf060c587cf9190541f9848d7f28e76222627f348ea7973995f7d5c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,51
8434,261,87,198,78,211,80.322383791,2.498525530,2,0,-5,-1,1,63.352780479162,73.352780479162,63.352780479162,3.352780479162,0.109343426807,830869dd7dac49db5644670deecd73bc7ba910488bf7cb29048106cadec383e5,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,52
3298,260,87,202,80,215,82.292531133,0.528378188,1,0,-1,1,5,66.047847131627,68.047847131627,66.047847131627,6.047847131627,0.109358057079,8c4e124837c4f1ff0fff1ae3162dd97d63b8b199e6627935df899a28e2c294c2,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,53
12726,258,87,199,79,214,81.918338388,0.902570933,-1,0,-4,0,4,66.435081966929,70.435081966929,66.435081966929,6.435081966929,0.110442657031,5878a89a42cc0ba1f3d09a8ae16b8190a34864b583ce8f263fa1f505c561f50f,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,54
15254,259,90,202,78,211,81.885878295,0.935031026,0,3,-1,-1,1,60.506456809611,70.506456809612,60.506456809611,0.506456809611,0.110555930713,17201e603ab2d23a61794ab60e2c235054377f6ed2f442d61239566d8e8e5478,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,55
13342,255,89,201,78,212,81.334056705,1.486852616,-4,2,-2,-1,2,62.271089987293,70.271089987293,62.271089987293,2.271089987293,0.111451769421,884186c106ae94fd15b9f7e350b204add830fcbe69dea2aa71cae9b871cf28ad,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,56
12082,261,88,199,80,213,81.977848559,0.843060762,2,1,-4,1,3,64.891450525084,70.891450525084,64.891450525084,4.891450525084,0.111793239493,e1b1a515c25f933f9b5ce5d4392d622d5b2b75ce43589f560832b08f12a1bf02,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,57
3188,253,87,200,80,209,82.003996968,0.816912353,-6,0,-3,1,-1,60.908061720875,74.908061720875,60.908061720875,0.908061720875,0.111812284245,2fba949e758d94feff0ff157f6606966f8ee6a86776e970d383814c372aa8b88,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,58
9982,254,87,201,78,213,80.055489689,2.765419632,-5,0,-2,-1,3,63.774886767160,69.774886767160,63.774886767160,3.774886767160,0.111975994588,54dba55776b40e54ca5c3c0ccdd9682cdefa7d74f168298eae9a4ced61f8b001,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,59
8378,262,89,200,80,212,81.591934115,1.228975206,3,2,-3,1,2,62.725932459501,70.725932459501,62.725932459501,2.725932459501,0.112158067708,7592ca15a5a76aec7dce0e6be347a1b0ed3e58e564876aae3ef4cc2581b72bfd,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,60
998,257,90,201,79,211,82.137444019,0.683465302,-2,3,-2,0,1,61.041303691271,71.041303691271,61.041303691271,1.041303691271,0.112559190978,8757d90556c2802f913bb25c26e939a7cb150db2016f5c10fc75d7f42b40ef04,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,61
7602,261,88,200,78,214,82.254661023,0.566248298,2,1,-3,-1,4,65.656270989256,69.656270989256,65.656270989256,5.656270989256,0.113353506512,d59d2c84719a41645d9bee821ad8c0b7ed4ca8554dc94ff182fc57b17d62e49b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,62
12838,258,87,197,79,211,81.586524099,1.234385222,-1,0,-6,0,1,64.280592057436,74.280592057436,64.280592057436,4.280592057436,0.114646547615,29103fdee91098c9da8edf6efe2a5106d37ea14045566f8e80ac962f9162ad3c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,63
2244,252,87,201,80,210,81.737102866,1.083806455,-7,0,-2,1,0,61.294668822238,73.294668822237,61.294668822238,1.294668822238,0.114806169433,e6083ee4d138e3508e2e45e61452d0585928271d94552d14344ceb3c8c0d8bb7,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,64
5174,258,87,201,78,215,81.262824833,1.558084488,-1,0,-2,-1,5,66.242064673539,68.242064673539,66.242064673539,6.242064673539,0.115122678926,97c9c2fcac78e059c70ccd6ed2402eaad62d1caa5dbc1d7102fc2178b4594519,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,65
12070,258,88,201,79,215,80.592884570,2.228024751,-1,1,-2,0,5,65.395321968770,67.395321968770,65.395321968770,5.395321968770,0.115350527863,688e807f68c8af3ade169d83d23a205b7cdb7e8ee330f06520332a4451ad8545,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,66
3010,260,87,197,79,209,80.885927081,1.934982240,1,0,-6,0,-1,61.986746058931,75.986746058931,61.986746058931,1.986746058931,0.115835920312,bcf578ab6562f8c25749aeae3a1f5222af4a500f094b3c4f9d82de440b1fe26c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,67
822,258,88,200,77,213,82.541391849,0.279517472,-1,1,-3,-2,3,64.848428496468,70.848428496468,64.848428496468,4.848428496468,0.116207507945,0807e2663f07bfcda5d5daf351a4d530904c25e4bfc19cba34aef54374493c28,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,68
6274,259,89,199,78,212,80.588376224,2.232533097,0,2,-4,-1,2,62.961850610539,70.961850610539,62.961850610539,2.961850610539,0.116269036453,43417aceb03d84456db94983b9a1802a5d08264cc1426e822d7f813e6872254c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,69
13806,256,88,200,80,214,82.805580944,0.015328377,-3,1,-3,1,4,65.777845712380,69.777845712380,65.777845712380,5.777845712380,0.117727062106,831e3a87ee33a11d04a27c6f81433e0c1130fd4fae159fba0b68f4357254eaca,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,70
15380,253,87,201,80,213,81.229463070,1.591446251,-6,0,-2,1,3,64.076048836124,70.076048836124,64.076048836124,4.076048836124,0.119237578199,97397b70269c6e09739ae2f18313209d10a587c721f949cfca638b8acbd1339b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,71
11668,253,89,203,78,211,80.924698859,1.896210462,-6,2,0,-1,1,60.119024169362,70.119024169362,60.119024169362,0.119024169362,0.119254040633,4b1d149b4ccf92ac6b813fbe2672b394ed10f27bc7e0c5a2b7d041585144108c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,72
9786,262,89,203,78,214,81.844401508,0.976507813,3,2,0,-1,4,63.493911275497,67.493911275497,63.493911275497,3.493911275497,0.119265544517,ca26d5857478cf6ff778cdc29f6b68824553c8794426ab8b1d0e3456caf863a5,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,73
8422,257,87,201,77,214,81.707347780,1.113561541,-2,0,-2,-2,4,65.497970439433,69.497970439433,65.497970439433,5.497970439433,0.119381568912,b4daa8e3330ec289ec04108f43c98ac3717b4356dead41b9492572585275d44d,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,74
13446,257,88,198,80,212,80.237626880,2.583282441,-2,1,-5,1,2,63.651079692523,71.651079692523,63.651079692523,3.651079692523,0.119667335566,39e52d8d4ee70bace1fd94eae6f119f8594bc90771173ad4d51b7d01e1d0d418,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,75
12142,256,87,202,77,214,81.400780231,1.420129090,-3,0,-1,-2,4,64.878807516721,68.878807516721,64.878807516721,4.878807516721,0.119871792683,068326cf36f448d711a0cd9aa854fc550fd79d12f72795dbf15e3eba6fb26f9c,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,76
14276,252,88,201,79,212,82.733447403,0.087461918,-7,1,-2,0,2,63.310991519538,71.310991519538,63.310991519538,3.310991519538,0.119898928638,d99a2ae197c7bf044939b426d8d9f96b23ec682cb36d2383e5127dcb3aeb48b5,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,77
1750,259,89,201,78,214,80.009504556,2.811404765,0,2,-2,-1,4,63.758019627809,67.758019627809,63.758019627809,3.758019627809,0.120680283135,40fa165cd816da33243b093eedf90b8671507d1bdd2346d14b8fd360eb05bc58,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,78
1124,252,88,203,80,212,81.495455503,1.325453818,-7,1,0,1,2,61.700565906565,69.700565906565,61.700565906565,1.700565906565,0.120796113427,e825a06ec956986015dbbf37c43899dd80e8509a235a7737dc89474b078d467d,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,79
5246,254,88,203,80,214,80.685756504,2.135152817,-5,1,0,1,4,63.364259769853,67.364259769853,63.364259769853,3.364259769853,0.121229844932,c0b8afb6451ab9bb9cf8accf2226a216cd2ed30f3439eb4183a7bd58a8276d0b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,80
3426,260,88,197,79,209,80.474765897,2.346143424,1,1,-6,0,-1,61.321499897920,75.321499897920,61.321499897920,1.321499897920,0.121434691190,5e8d05cf5d388781f38b3be886b1cc2648ea47e1a701ec947a3c9f43007acad3,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,81
874,264,87,201,80,214,80.810186863,2.010722458,5,0,-2,1,4,64.901723000238,68.901723000238,64.901723000238,4.901723000238,0.122039412937,ff0e1fd76d4c7e8327bfb5564cd2e338be580e368a3ee2f6f7b5aaebd838b90a,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,82
3910,257,89,202,77,213,81.441355347,1.379553974,-2,2,-1,-2,3,62.895097456129,68.895097456129,62.895097456129,2.895097456129,0.122268013844,36e84fa40737ae6592470ecdc34803ef10f4aed10e238922a1fb5dd5856c4e57,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,83
5974,259,87,203,79,216,80.325088799,2.495820522,0,0,0,0,6,65.805338174369,65.805338174369,65.805338174369,5.805338174369,0.123162604593,e3bfcb36cf306d8efbdf2a5913a1d5a4c49c92c817dd0c8340e61a3ca8f29f47,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,84
5630,254,87,198,80,210,82.503521740,0.317387581,-5,0,-5,1,0,63.127554565978,75.127554565978,63.127554565978,3.127554565978,0.123323008435,84fa01d7b0bca17e9a9e707972ea03574f2020f99a71b852942fb3eb69d5194b,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,85
1174,259,90,202,78,213,82.707298994,0.113610327,0,3,-1,-1,3,62.866435531327,68.866435531327,62.866435531327,2.866435531327,0.123758923457,4eebfb0a618b2f576275e586c6e6acd2565d7460960d145dbc90650645468047,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,86
16244,253,87,203,77,212,80.349433869,2.471475452,-6,0,0,-2,2,61.982283664213,69.982283664213,61.982283664213,1.982283664213,0.124106819982,254da796fdc2240d4afb8c0ca862af8c0c9999a3029d16f5b71f6dc114ec2e41,True,True,integrated_feasible_pool.csv; current inherited geometry-only pool; no optical metric,87
