wavelength_nm,order_n,u_x,angle_deg,transmitted_fraction,absolute_efficiency,case_id,geometry_id,geometry_hash,polarization
445,-3,-0.767241379310345,-50.10680930186621,0.0017786684012702624,0.0016422249609835784,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,-2,-0.5114942528735632,-30.76341252641582,0.008041075982080634,0.007424236963735134,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,-1,-0.2557471264367816,-14.817860402183731,0.0037771032743382695,0.003487357886889569,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,0,0.0,0.0,0.0198703335166476,0.018346060266659588,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,1,0.2557471264367816,14.817860402183731,0.9360903866341028,0.8642819524816584,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,2,0.5114942528735632,30.76341252641582,0.010210025399510794,0.009426804091970399,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
445,3,0.767241379310345,50.10680930186621,0.020232406792049427,0.0186803585372902,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,-3,-0.7689655172413793,-50.26108387570818,0.0020291479717952855,0.0018664540452439618,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,-2,-0.5126436781609195,-30.840084814858216,0.011752900607492553,0.010810571327036653,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,-1,-0.25632183908045975,-14.85192444636312,0.0042909291014806596,0.003946889083809803,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,0,0.0,0.0,0.016647199776443314,0.01531245320529127,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,1,0.25632183908045975,14.85192444636312,0.9401402541124507,0.864761271615089,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,2,0.5126436781609195,30.840084814858216,0.011224269516710973,0.010324325054440742,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
446,3,0.7689655172413793,50.26108387570818,0.013915298913626722,0.012799591902180787,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,-3,-0.7706896551724137,-50.415859737580426,0.002607714289484499,0.0023638197714825632,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,-2,-0.5137931034482758,-30.916818412522304,0.014959987728773659,0.0135608087576965,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,-1,-0.2568965517241379,-14.885993861861795,0.005458926951206181,0.004948363979280524,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,0,0.0,0.0,0.016307283539594864,0.014782094574358712,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,1,0.2568965517241379,14.885993861861795,0.9379642332564683,0.8502382367791608,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,2,0.5137931034482758,30.916818412522304,0.012302273423561636,0.011151665376097691,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
447,3,0.7706896551724137,50.415859737580426,0.010399580810910811,0.009426927955677704,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,-3,-0.7724137931034484,-50.57114294660536,0.0035581952367861676,0.0031586689251636864,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,-2,-0.5149425287356322,-30.993613604678192,0.018371816775367027,0.016308966452208237,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,-1,-0.2574712643678161,-14.92006866327333,0.007093784344204386,0.0062972700143597024,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,0,0.0,0.0,0.016630941321129137,0.014763562438670151,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,1,0.2574712643678161,14.92006866327333,0.9330679465360648,0.8282998912819008,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,2,0.5149425287356322,30.993613604678192,0.013308444147334269,0.011814126593129248,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
448,3,0.7724137931034484,50.57114294660536,0.007968871639113955,0.00707409951957061,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
449,-3,-0.7741379310344828,-50.726939676851345,0.0049678863861655435,0.004297768973133437,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
449,-2,-0.5160919540229885,-31.070470678185885,0.0220351143915476,0.019062801278057172,RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,4591fc0d081506b1251fb74edd24b3b6fc950b99072ca0f3172b5d50f5951fc1,s
