case_id,candidate_id,branch_stage,wavelength_nm,polarization,material_reference_id,material_model_type,constant_index_value,runner_name,runner_version,simulation_status,runtime_seconds,source_output,source_commit,is_historical,notes
B2E:LPML1B2D_B2D_0283_C02:454:JonesXY,LPML1B2D_B2D_0283_C02,LP-ML1B2E,454.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:450.5:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,450.5,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:450:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,450.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:451.5:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,451.5,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:451:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,451.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:452.5:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,452.5,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:452:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,452.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:453.5:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,453.5,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:453:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,453.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
B2E:LPML1B2D_B2D_0283_C05:454:JonesXY,LPML1B2D_B2D_0283_C05,LP-ML1B2E,454.0,JonesXY,,legacy_constant_index,2.6,lp_ml1b1_fdtd_smoke_test.py,d9617c5,ok,,D:/project/worktrees/blue_apcd_lp_stage11_4/outputs/lp_ml1b2e_0283_local_refinement/scout_01/lp_ml1b2e_scout01_results.csv,d9617c5,1,base runner add_rect hard-codes Object defined dielectric index=2.6
LPML2A_A00_n2p25_wl450p0,A00,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.25,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_A00_n2p25_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
LPML2A_A02_n2p35_wl450p0,A02,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.35,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_A02_n2p35_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
LPML2A_A04_n2p50_wl450p0,A04,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.5,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_A04_n2p50_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
LPML2A_A05_n2p60_wl450p0,A05,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.6,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_A05_n2p60_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
LPML2A_B02_n2p25_wl450p0,B02,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.25,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_B02_n2p25_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
LPML2A_C02_n2p25_wl450p0,C02,LP-ML2A,450.0,JonesXY,,legacy_constant_index,2.25,stage_lp_ml2a_h500_tio2_fdtd_onecase_v1.py,local_uncommitted,ok,,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml2a_h500_tio2_scout\onecase_v1\LPML2A_C02_n2p25_wl450p0\onecase_metrics.csv,local_uncommitted,1,manifest n_material and runner use Object defined dielectric
