geometry_uid,wavelength_nm,source_weight,S0,S1,S2,S3,DoLP,target_x_fraction,useful_LP_power,leakage_power,leakage_fraction
H1C1B_V2_009,451.0,0.041956084668591444,0.411887845907838,0.26299946828465537,0.2499712723088582,0.15487337578219262,0.8809244049931609,0.8192610208065023,0.3374436570962467,0.07444418881159129,0.18073897919349763
H1C1B_V2_009,452.0,0.036048951321972944,0.5030306814022433,0.40943683670843534,0.030321039171301557,0.043495097254154645,0.8161689460611332,0.9069700436234758,0.4562337590553393,0.04679692234690395,0.09302995637652423
H1C1B_V2_009,453.0,0.030946239687079047,0.24472345712155735,0.1816830998366642,0.04812444269790745,0.037324343075743005,0.7680043998059822,0.8712008280154767,0.21320327847911077,0.031520178642446564,0.12879917198452323
H1C1B_V2_009,454.0,0.02700902047049859,0.3916700997109859,0.36609872106723207,0.031312923670921665,0.05737774642063264,0.9381247118513999,0.9673559729698247,0.37888441038910897,0.01278568932187688,0.032644027030175306
H1C1B_V2_009,455.0,0.024098361967414033,0.02606255519019092,0.019624239363138236,0.0038452352745317474,0.013830796107897631,0.7672852799529479,0.8764834111607781,0.022843397276664578,0.0032191579135263403,0.1235165888392219
H1C1B_V2_009,456.0,0.021923288377887595,0.15099601285755296,0.13661535145903084,-0.000519238083071101,-0.02021964870650584,0.9047678518919794,0.9523806585141802,0.1438056821582919,0.007190330699261073,0.04761934148581994
H1C1B_V2_009,457.0,0.02028122182181385,0.32133054431310865,0.2549943624784395,0.0018988915785032809,-0.018597417697511408,0.7935798112712549,0.8967789041398593,0.28816245339577407,0.033168090917334574,0.1032210958601407
H1C1B_V2_009,458.0,0.019072877533169722,0.43293139463393177,0.2758648699711483,0.008270050661053963,-0.014057107428776111,0.6374885442450897,0.8186011379521319,0.35439813230254,0.07853326233139174,0.18139886204786812
H1C1B_V2_009,459.0,0.018216458623589653,0.5394842657142311,0.26675913084114056,0.00453296997014673,-0.008291373401021412,0.49454202618899845,0.7472353206520066,0.40312169827768585,0.13636256743654526,0.25276467934799335
H1C1B_V2_009,460.0,0.017613189279749475,0.6154233111906804,0.20838787721151739,0.003946047388511482,-0.006120759334964326,0.3386697113797289,0.6693045042511815,0.4119055942010989,0.20351771698958152,0.3306954957488186
H1C1B_V2_009,461.0,0.017181063143632824,0.6932744222873439,0.17018483162447984,0.0045985253683777216,-0.004780478225314251,0.24556934839340902,0.6227398748268999,0.4317296269559119,0.26154479533143205,0.37726012517310015
H1C1B_V2_009,462.0,0.01688231437404596,0.7545888629944685,0.1298151940601362,0.0017806310178376718,-0.002706089421628152,0.17205051917496694,0.5860171680410077,0.44220202852730234,0.31238683446716614,0.4139828319589923
H1C1B_V2_009,463.0,0.01670526080720066,0.8011191526077215,0.08470691081564025,-0.0019361988623556418,-0.0011604096132515876,0.10576333883002433,0.5528678602551885,0.44291303171168084,0.3582061208960406,0.44713213974481136
H1C1B_V2_009,464.0,0.01663241266479465,0.8362156285264188,0.06637662275234812,0.003538056001168083,-0.0023087542279060964,0.07949008323490135,0.5396887001916701,0.4512961256393835,0.38491950288703536,0.46031129980832985
H1C1B_V2_009,465.0,0.016634902744800506,0.8665308260853226,0.04416474265369702,0.000398830387164627,-0.0009932246120219967,0.05096938517292304,0.525483653509026,0.4553477843695098,0.41118304171581277,0.47451634649097385
H1C1B_V2_015,435.0,0.026674876750638583,0.8088108644878365,0.18478933201235204,0.002982432503451115,0.0018921769018567219,0.2285001429219572,0.614235193990233,0.49680009825009425,0.3120107662377422,0.38576480600976704
H1C1B_V2_015,436.0,0.028141679832695367,0.8024823217330562,0.1781441211980107,0.005573944938402158,0.003097122326565824,0.22209997219797512,0.6109956670530058,0.49031322146553347,0.31216910026752276,0.38900433294699427
H1C1B_V2_015,437.0,0.029762283879956924,0.7997239457027501,0.17515884896929568,0.007001728306175668,0.0036294452521736034,0.21919905758363215,0.6095120697026125,0.4874413973360229,0.3122825483667272,0.39048793029738754
H1C1B_V2_015,438.0,0.03153789778090923,0.761646860069064,0.14438160452058396,0.00856762991903467,0.005392252551614216,0.18989848321460712,0.5947825114827441,0.453014232294824,0.30863262777424005,0.40521748851725603
H1C1B_V2_015,439.0,0.033459407314529684,0.5522949768646339,-0.04995232614873174,-0.01285096988706862,-0.0019821776890508874,0.09339011984985099,0.4547774936933973,0.25117132535795106,0.3011236515066828,0.5452225063066026
H1C1B_V2_015,440.0,0.0355364781691666,0.5398833607793421,-0.04848569710935535,-0.0697572204873111,-0.034550471062330244,0.1573534911885637,0.45509613684022004,0.24569883183499336,0.2941845289443487,0.5449038631597799
H1C1B_V2_015,441.0,0.03780173895798326,0.7181945887511823,0.14467079251151904,-0.02456695282102046,-0.013149827823559626,0.20432047520204566,0.6007183810470341,0.43143269063135065,0.2867618981198316,0.3992816189529659
H1C1B_V2_015,442.0,0.04027033334207435,0.7476701733077615,0.18988113769213816,-0.02128141057906007,-0.009946982815052262,0.25555386156701404,0.6269818861785582,0.4687756554999499,0.2788945178078117,0.3730181138214418
H1C1B_V2_015,443.0,0.042916648889133,0.7458076602202963,0.21370309987871172,-0.006789451272378799,-0.0060743192248247455,0.2866837338409289,0.6432695795961577,0.479755380049504,0.2660522801707923,0.35673042040384234
H1C1B_V2_015,444.0,0.0457088105930039,0.7432585378086596,0.23446228341530595,-0.01969700778173398,-0.008720919296604101,0.31656305647009914,0.6577259267727811,0.48886041061198277,0.2543981271966768,0.3422740732272189
H1C1B_V2_015,445.0,0.048604598525670936,0.7230942003222184,0.24812004882340333,0.0003101782380264887,-0.00849851914468132,0.3431368175706202,0.6715682747232922,0.48560712457281086,0.23748707574940753,0.3284317252767078
H1C1B_V2_015,446.0,0.05138838513501595,0.5604898093266056,0.2603903778015797,0.14847943906749686,0.06406041462037607,0.5347977981075209,0.7322882356366326,0.41044009356409267,0.15004971576251297,0.2677117643633674
H1C1B_V2_015,447.0,0.05345812262098926,0.6753764421529133,0.33265169083198,0.0036396164701257418,0.00975926784979238,0.4925721129747199,0.7462713163132981,0.5040140664924466,0.1713623756604666,0.2537286836867018
H1C1B_V2_015,448.0,0.053894065745725785,0.6274431664836995,0.34674367902922654,0.0063183917617229855,0.002538743462225945,0.5527213617152401,0.7763148102898613,0.487093422756463,0.14034974372723646,0.2236851897101387
H1C1B_V2_015,449.0,0.051960082026737915,0.6076974253773366,0.40992789005796504,0.009422012333295794,0.008887624641948037,0.674737359487543,0.8372796007844111,0.5088126577176508,0.09888476765968579,0.16272039921558895
H1C1B_V2_015,450.0,0.04768294294952848,0.5395687881298614,0.4267784699180669,0.0036186853159542276,0.0069142919394286715,0.7909905475963805,0.8954810575656865,0.48317362902396416,0.05639515910589728,0.10451894243431349
H1C1B_V2_015,451.0,0.041956084668591444,0.4185341718172542,0.38866399834646487,-0.0243379069326318,-0.009494774309691551,0.9304503469805426,0.9643157291779849,0.40359908508185954,0.014935086735394688,0.03568427082201507
H1C1B_V2_015,452.0,0.036048951321972944,0.4847682354460079,0.48465275608900193,0.00733159213267521,0.00756136686206304,0.9998761714617206,0.9998808921990323,0.4847104957675049,5.773967850299748e-05,0.00011910780096776444
H1C1B_V2_015,453.0,0.030946239687079047,0.049226089487961006,-0.003928172353396174,-0.004501680026028712,0.016328501949205855,0.12137028673502057,0.46010070681770415,0.022648958567282416,0.02657713092067859,0.5398992931822958
H1C1B_V2_015,454.0,0.02700902047049859,0.4688165321546417,0.2774637376605944,0.008197852208509182,-0.00843121621984619,0.5920969029982197,0.7959193187848924,0.37314013490761805,0.09567639724702363,0.20408068121510753
H1C1B_V2_015,455.0,0.024098361967414033,0.6397850970509293,0.2665863368258044,0.010369477708929983,-0.003273699035992209,0.4169961663055228,0.7083405334499243,0.4531857169383669,0.1865993801125625,0.29165946655007574
H1C1B_V2_015,456.0,0.021923288377887595,0.7349653486422927,0.18827981418233392,0.003305198516996993,-0.0005108857787603485,0.2562145592371347,0.6280875448959224,0.46162258141231327,0.27334276722997936,0.3719124551040775
H1C1B_V2_015,457.0,0.02028122182181385,0.8161500479398265,0.14063234666350116,0.00701747129365126,-0.0009867919219733903,0.172526267700006,0.5861559384934752,0.4783911973016638,0.33775885063816263,0.4138440615065247
H1C1B_V2_015,458.0,0.019072877533169722,0.8656595788341062,0.09038042768441507,0.0020443659149059603,0.00019774486912359836,0.10443313777317033,0.552203215845045,0.4780200032592606,0.3876395755748455,0.44779678415495505
H1C1B_V2_015,459.0,0.018216458623589653,0.900722482115175,0.06410953494893878,0.00180532039305378,-1.19887696634919e-05,0.07120389469396146,0.5355878398851496,0.4824160085320569,0.4183064735831181,0.46441216011485037
H1C1B_V2_015,460.0,0.017613189279749475,0.9264516041137363,0.04669178233955745,0.0033638902200758807,9.336561377588927e-06,0.05052913756471777,0.5251992560281785,0.48657169322664684,0.4398799108870894,0.4748007439718214
H1C1B_V2_015,461.0,0.017181063143632824,0.9418780122873778,0.027326788427475324,-0.0010907226903169595,0.00013387428239409116,0.029036188323500228,0.5145065433479604,0.4846024003574266,0.45727561192995125,0.4854934566520396
H1C1B_V2_015,462.0,0.01688231437404596,0.9522080902785448,0.025683166728465157,0.0024209778027769425,4.5475901775314694e-05,0.027091787198304094,0.5134861103316987,0.488945628503505,0.4632624617750398,0.4865138896683013
H1C1B_V2_015,463.0,0.01670526080720066,0.9629584373138718,0.015664971804970007,0.0003790508574000621,7.217211634097301e-05,0.01627230889771792,0.5081337735866704,0.4893117045594209,0.4736467327544509,0.4918662264133296
H1C1B_V2_015,464.0,0.01663241266479465,0.9663774053101193,0.009961470390234262,-0.0009695769554203457,-2.758306661524183e-05,0.01035676629503598,0.5051540269544266,0.4881694378501768,0.47820796745994254,0.4948459730455735
H1C1B_V2_015,465.0,0.016634902744800506,0.9662928127996719,0.01361512989939928,0.0007279820840004197,6.541159610966165e-05,0.014110193022297848,0.5070450332026954,0.4899539713495356,0.47633884145013633,0.4929549667973046
H1C1B_V2_010,435.0,0.026674876750638583,0.7173053502838596,0.20116576414663007,0.021558878245165496,0.0007003262146623825,0.2820523998309122,0.6402232424915154,0.4592355572152448,0.2580697930686147,0.35977675750848453
H1C1B_V2_010,436.0,0.028141679832695367,0.7111135927694099,0.1714062052456537,0.019854451763369613,0.0020725468957242775,0.24265078519719394,0.6205195674703091,0.44125989900753176,0.26985369376187807,0.3794804325296908
H1C1B_V2_010,437.0,0.029762283879956924,0.6955276773376677,0.1560708753078759,0.023321761491829074,0.002944161033756776,0.22688349075683356,0.6121960206567783,0.4257992763227718,0.2697284010148959,0.3878039793432218
H1C1B_V2_010,438.0,0.03153789778090923,0.6144461205961159,0.07124998625524204,0.008129794607900902,0.0051722861148181054,0.11671047876412016,0.5579790349934325,0.342848053425679,0.27159806717043694,0.44202096500656757
H1C1B_V2_010,439.0,0.033459407314529684,0.3886768269605553,-0.1126012272009391,-0.048365106824212536,-0.008597369464332386,0.31529753923652093,0.35514800550179654,0.1380377998798081,0.2506390270807472,0.6448519944982035
H1C1B_V2_010,440.0,0.0355364781691666,0.2825291387158297,-0.2268455621689947,-0.13562444053365594,-0.043106123778986274,0.9354680701345492,0.09854483824205128,0.027841788273417503,0.2546873504424122,0.9014551617579488
H1C1B_V2_010,441.0,0.03780173895798326,0.5030385982269276,0.026405488420176565,-0.11484230946772446,-0.04906418963494788,0.23425418712123397,0.5262459864046701,0.2647220433235521,0.23831655490337553,0.4737540135953298
H1C1B_V2_010,442.0,0.04027033334207435,0.6241104857435237,0.15950486295368074,-0.06449024137648227,-0.03681739615955562,0.2756704342007507,0.6277857579685248,0.3918076743486022,0.23230281139492145,0.3722142420314752
H1C1B_V2_010,443.0,0.042916648889133,0.6682706878196026,0.2245445923213408,-0.04872613736960077,-0.03293222209946392,0.34382857805725814,0.6680042207551948,0.44640764007047173,0.22186304774913093,0.3319957792448052
H1C1B_V2_010,444.0,0.0457088105930039,0.6784212731775651,0.2525121557917478,-0.02869690555748124,-0.029021489402091476,0.37460140712809514,0.6861027696029051,0.46546671448465643,0.2129545586929086,0.3138972303970949
H1C1B_V2_010,445.0,0.048604598525670936,0.6791663868631634,0.2880408155849813,-0.02934522788477086,-0.02903334883860786,0.4263046426047016,0.7120546755231387,0.48360360122407237,0.19556278563909107,0.2879453244768613
H1C1B_V2_010,446.0,0.05138838513501595,0.6705365085107966,0.29807520556640366,-0.017374404280219687,-0.029938535683120267,0.4452869273694434,0.7222662016035509,0.48430585703860013,0.1862306514721965,0.2777337983964492
H1C1B_V2_010,447.0,0.05345812262098926,0.5950327757828995,0.40499416142977,-0.01443530227082143,-0.0353151658308481,0.6810571731600583,0.8403124818602716,0.5000134686063348,0.09501930717656476,0.1596875181397285
H1C1B_V2_010,448.0,0.053894065745725785,0.6539557063126145,0.3233529455254513,-0.0196782949377536,-0.03956203781033484,0.49537173566379794,0.7472284761828173,0.4886543259190329,0.1653013803935816,0.25277152381718276
H1C1B_V2_010,449.0,0.051960082026737915,0.6681130367138951,0.34905737130903913,-0.041868892434758526,-0.05231459133475763,0.5261975726219452,0.7612262836733984,0.5085852040114671,0.15952783270242796,0.2387737163266016
H1C1B_V2_010,450.0,0.04768294294952848,0.5205103682399075,0.41790510111599116,0.12739133097756916,0.1408048773901462,0.8393500499615615,0.901437825848817,0.46920773467794935,0.05130263356195819,0.09856217415118307
H1C1B_V2_010,451.0,0.041956084668591444,0.5893925714944009,0.4590561827755567,0.01840902640197618,0.0027941573799038894,0.7794892151805919,0.8894315987149471,0.5242243771349788,0.06516819435942212,0.11056840128505284
H1C1B_V2_010,452.0,0.036048951321972944,0.4039946985948336,0.3328536931062904,0.028695247765965166,0.004839353651407065,0.8269621117168277,0.911953045750372,0.368424195850562,0.035570502744271586,0.08804695424962804
H1C1B_V2_010,453.0,0.030946239687079047,0.4327614839428206,0.39862682588296156,0.012677352328499019,0.003970597854791385,0.9215893184705957,0.9605618113829544,0.4156941549128911,0.017067329029929544,0.03943818861704568
H1C1B_V2_010,454.0,0.02700902047049859,0.11279213728705509,0.10873820349936339,0.007214616203443628,0.003962191059717578,0.9661779869020404,0.9820291826841863,0.11076517039320924,0.002026966893845848,0.01797081731581372
H1C1B_V2_010,455.0,0.024098361967414033,0.07747110302453156,0.07038332928357238,-0.0006356190185111896,-0.00806101167199364,0.9085477882317251,0.9542553709431838,0.07392721615405197,0.0035438868704795934,0.045744629056816276
H1C1B_V2_010,456.0,0.021923288377887595,0.2919002378855752,0.24209999823051007,0.013499512931638124,-0.015908510929803464,0.8306813135458768,0.9146964729871396,0.26700011805804263,0.02490011982753256,0.08530352701286048
H1C1B_V2_010,457.0,0.02028122182181385,0.4353500006189565,0.28876122443071756,0.009629914217533302,-0.009503546119115738,0.6636539650224317,0.8316426140119132,0.36205561252483703,0.07329438809411946,0.16835738598808675
H1C1B_V2_010,458.0,0.019072877533169722,0.5295508464663856,0.2631746661277609,0.01093479013220516,-0.012001534330514084,0.4974059389301613,0.7484885709123934,0.39636275629707324,0.13318809016931232,0.2515114290876065
H1C1B_V2_010,459.0,0.018216458623589653,0.6210732765174147,0.21974598325416994,0.015095985556386707,-0.009097245033841314,0.35465042369932,0.6769082583027611,0.42040962988579234,0.2006636466316224,0.3230917416972389
H1C1B_V2_010,460.0,0.017613189279749475,0.7074483660660368,0.17212719122664366,0.00046203394096676337,-0.0034264572973736864,0.24330794951445694,0.6216535364862066,0.4397877786463402,0.26766058741969656,0.3783464635137934
H1C1B_V2_010,461.0,0.017181063143632824,0.7549594838344673,0.12451166631176314,0.011748344521450741,-0.006415729313329466,0.16565749622543194,0.5824624824098928,0.4397355750731152,0.3152239087613521,0.4175375175901071
H1C1B_V2_010,462.0,0.01688231437404596,0.8134415554885353,0.09268859768586352,0.00384461795249549,-0.0023874041510606506,0.11404420881920228,0.5569731144545453,0.45306507658719936,0.36037647890133584,0.44302688554545455
H1C1B_V2_010,463.0,0.01670526080720066,0.8529024267962964,0.06577780092775176,-0.005402735724645476,-0.000792624023380404,0.07738201447637988,0.5385611524021738,0.45934011386202406,0.3935623129342723,0.46143884759782616
H1C1B_V2_010,464.0,0.01663241266479465,0.8603986283881089,0.03859784435744168,0.014141276899863286,-0.0033625745524781883,0.047776463413440516,0.5224302103024919,0.4494982363727753,0.4109003920153336,0.47756978969750813
H1C1B_V2_010,465.0,0.016634902744800506,0.8897999686752376,0.02510289953431699,-0.01753112447608712,0.0018084937342196415,0.034410604353291734,0.514105922914164,0.4574514341047773,0.4323485345704603,0.48589407708583593
